Date,Open,High,Low,Close,Volume
2020-04-10,31813,32415,31512,32315,753323
2020-04-13,32313,32313,31511,31612,470251
2020-04-14,32014,32215,31713,32014,430759
2020-04-16,31912,33517,31812,33218,1005533
2020-04-17,33921,34623,33620,34523,947794
2020-04-20,34623,35928,34523,35125,859303
2020-04-21,35424,35625,33819,35225,1232126
2020-04-22,34923,35525,34421,35526,686146
2020-04-23,36429,37431,36228,37232,1509799
2020-04-24,37032,37835,36530,36731,1073684
2020-04-27,36730,37532,36429,36931,721963
2020-04-28,37230,37431,36429,37132,668638
2020-04-29,36930,37431,36629,36931,659512
2020-05-04,36429,38134,36128,37433,1019409
2020-05-06,37935,40143,37734,40043,2035947
2020-05-07,40042,41646,39841,41347,2629709
2020-05-08,41446,42148,40945,41347,1405404
2020-05-11,41547,42449,41447,41648,1048413
2020-05-12,41948,43453,41346,43053,1563095
2020-05-13,42451,43455,42451,43455,1113608
2020-05-14,43354,45763,42953,45161,1459813
2020-05-15,45861,46463,43353,44458,1524083
2020-05-18,44458,45261,43856,44358,744533
2020-05-19,44456,44657,42952,44157,1308903
2020-05-20,44859,47066,44558,46465,1773960
2020-05-21,47669,48172,47067,47670,1408737
2020-05-22,47670,49878,47168,49577,1887064
2020-05-25,50379,54193,49978,53792,2653776
2020-05-26,54894,56098,52386,54193,3274293
2020-05-27,52585,53589,51583,52286,2015974
2020-05-28,51683,54193,50681,53591,2495048
2020-05-29,52887,53689,51683,52888,1645822
2020-06-01,52888,53390,52086,52989,1083698
2020-06-02,52688,52788,51584,52086,978846
2020-06-03,52084,52485,49676,50078,2302391
2020-06-04,49677,51584,49577,50982,1228950
2020-06-05,50779,50879,49676,50379,1007264
2020-06-08,50680,51782,49877,51483,1417078
2020-06-09,51283,52086,50681,51082,834862
2020-06-10,51482,52886,51482,52587,1575452
2020-06-11,52988,53790,52386,53189,1724551
2020-06-12,51482,53790,51382,53390,1688975
2020-06-15,53390,54394,50179,50681,1549230
2020-06-16,52285,52787,51783,52788,915456
2020-06-17,52486,53790,51783,52788,1162204
2020-06-18,53088,53589,52285,52888,981144
2020-06-19,53689,54091,52586,52888,920126
2020-06-22,52888,55397,52286,54996,2008656
2020-06-23,55999,58005,55597,56501,2166267
2020-06-24,56500,57001,55196,56702,1081233
2020-06-25,55897,56600,54895,55096,900258
2020-06-26,56098,56198,53791,55096,812726
2020-06-29,53990,54894,53389,53691,778818
2020-06-30,54592,54793,53690,53691,624089
2020-07-01,54494,55197,53691,54093,578023
2020-07-02,54895,57303,54794,57304,1378545
2020-07-03,58106,59610,57002,59010,1604493
2020-07-06,59813,61720,59612,60315,1344851
2020-07-07,61518,63825,61016,62322,1552820
2020-07-08,62623,65835,61218,65835,1869663
2020-07-09,67239,71353,66636,71354,2463503
2020-07-10,70450,73861,69346,71354,2566935
2020-07-13,72057,72458,69247,70652,1391744
2020-07-14,68343,69546,68242,68845,1212519
2020-07-15,69044,70148,66636,67741,1487417
2020-07-16,66635,67338,64027,64630,1941508
2020-07-17,64027,65632,63024,65232,1268587
2020-07-20,65232,65232,62222,62222,1534422
2020-07-21,64929,65431,62522,63426,1676630
2020-07-22,62321,64528,61418,63827,1159298
2020-07-23,63526,66136,63225,66136,1260435
2020-07-24,65231,66836,64629,65132,907643
2020-07-27,64430,66136,64329,65534,603322
2020-07-28,66638,67440,65935,66136,873063
2020-07-29,66034,66837,65231,66537,618435
2020-07-30,67438,67639,66536,66637,615872
2020-07-31,67440,69046,67340,68946,1078837
2020-08-03,69749,73462,69648,73462,1636803
2020-08-04,75971,77075,72458,74265,1714642
2020-08-05,73461,74464,72758,74365,1075879
2020-08-06,71955,74765,71755,73060,1848898
2020-08-07,73863,74265,70351,70853,1899111
2020-08-10,69448,71956,68544,71455,1086391
2020-08-11,70550,71653,69748,70752,750285
2020-08-12,69948,71553,69748,71053,729434
2020-08-13,72057,73261,71555,72358,1117859
2020-08-14,72457,73460,71855,72759,825802
2020-08-18,74565,78177,73762,75870,3032037
2020-08-19,77173,77273,74665,75569,1359266
2020-08-20,75469,76874,72157,73161,1686740
2020-08-21,74265,74967,72659,74265,1021460
2020-08-24,75168,76774,73763,76272,969648
2020-08-25,77175,77275,75670,76473,887733
2020-08-26,76372,79082,75870,78681,1351029
2020-08-27,79584,82896,79483,82394,1981840
2020-08-28,82994,83496,80285,81390,1506996
2020-08-31,82392,84399,80486,81691,1629751
2020-09-01,82994,83496,80285,80587,1100736
2020-09-02,81390,82795,80587,82695,921655
2020-09-03,83395,83496,81088,82293,739215
2020-09-04,78279,81189,78179,80688,1168529
2020-09-07,80587,80587,78480,78681,928939
2020-09-08,78980,79983,76371,78279,1020539
2020-09-09,76573,77878,76071,77075,935573
2020-09-10,78681,79584,77075,77376,936708
2020-09-11,76671,77073,75368,76071,792840
2020-09-14,75668,75868,74063,74967,830231
2020-09-15,74465,77275,74064,76473,860038
2020-09-16,77075,77175,75670,75670,485743
2020-09-17,74965,75066,74063,74465,617702
2020-09-18,74064,75670,73462,74867,495271
2020-09-21,74566,75068,73060,73161,530255
2020-09-22,72458,74064,70451,70853,880318
2020-09-23,71956,73663,70853,73362,930394
2020-09-24,72458,72559,70451,70652,763638
2020-09-25,71453,71854,69547,70551,449701
2020-09-28,71554,74664,71052,74064,674705
2020-09-29,75168,75268,73060,73161,612054
2020-10-05,72357,74364,71855,74365,522228
2020-10-06,74967,76974,74265,76573,765339
2020-10-07,75869,76572,75468,76372,398285
2020-10-08,76972,77675,76070,76071,624658
2020-10-12,76874,76874,74465,74566,471624
2020-10-13,75066,75668,74565,74666,302317
2020-10-14,74265,75268,73462,73964,333008
2020-10-15,73861,73962,72257,72659,422566
2020-10-16,72458,72659,71254,71756,400405
2020-10-19,71856,72759,70652,70853,362402
2020-10-20,69848,70852,68242,70752,759973
2020-10-21,70451,72458,70451,70953,516282
2020-10-22,70551,70652,69347,70050,376380
2020-10-23,69947,70248,68242,68243,622592
2020-10-26,67641,68444,65835,66136,714722
2020-10-27,65132,68946,65132,67039,812610
2020-10-28,67340,69548,67240,69548,629567
2020-10-29,68644,69345,67941,68845,491546
2020-10-30,68843,69044,66235,66236,553748
2020-11-02,66335,67339,65834,67139,319856
2020-11-03,67139,68043,66637,67541,403786
2020-11-04,68343,72457,68242,72157,1431026
2020-11-05,72057,73964,70853,72860,1061367
2020-11-06,73662,76370,73361,74365,1315572
