Date,Open,High,Low,Close,Volume
2020-10-29,235191,251394,234700,248448,986149
2020-10-30,248448,248939,236664,236664,825115
2020-11-02,238137,244520,235682,240101,486328
2020-11-03,242555,254831,242065,254340,1016373
2020-11-04,258268,266124,255322,265633,1326699
2020-11-05,268088,269070,261705,267106,965754
2020-11-06,269560,278888,265632,272507,1189737
2020-11-09,277416,282817,276434,279872,886316
2020-11-10,278397,280361,271033,271525,1046021
2020-11-11,272015,295583,270542,291165,2765598
2020-11-12,289690,291163,283799,286746,1024919
2020-11-13,284290,289199,278398,284782,832467
2020-11-16,285763,289199,282817,283309,590641
2020-11-17,281344,287726,277416,280854,917309
2020-11-18,282326,287726,279871,285764,633875
2020-11-19,293618,295582,287236,288710,1008419
2020-11-20,288218,292146,287727,291165,534421
2020-11-23,294601,298529,293128,295584,980542
2020-11-24,299511,299511,292637,296075,846027
2020-11-25,298529,369233,298038,324062,10726012
2020-11-26,328971,331917,317187,323571,2778746
2020-11-27,323571,329955,323080,327991,1327381
2020-11-30,331428,349104,330937,333883,3062017
2020-12-01,339775,345176,331919,337811,1242970
2020-12-02,339284,341739,334865,340757,1148553
2020-12-03,338793,353032,336829,344685,1704361
2020-12-04,349595,378564,349104,373163,4734606
2020-12-07,389365,396239,373162,396240,3465337
2020-12-08,388875,395258,340757,343703,4600980
2020-12-09,345667,357942,321116,347140,3599378
2020-12-10,338302,361870,337811,353523,2056690
2020-12-11,366780,366780,354014,354505,1116272
2020-12-14,359906,363834,343703,351068,1676174
2020-12-15,353523,355487,335356,353523,2434131
2020-12-16,357451,358433,346158,347140,1265904
2020-12-17,342230,350086,340266,345176,910608
2020-12-18,346649,351068,344685,349595,921874
2020-12-21,354505,365798,350086,360397,2005754
2020-12-22,361379,364325,352541,352541,1358477
2020-12-23,357451,359415,347631,348613,1425317
2020-12-24,349104,351559,337320,341248,2076258
2020-12-28,343212,353523,318170,327500,7295632
2020-12-29,360500,365000,347000,360500,5725005
2020-12-30,362500,365000,351000,359000,2107841
2021-01-04,351500,354500,343000,347500,2006483
2021-01-05,351500,356000,345000,354500,1255776
2021-01-06,357000,359500,353500,353500,977528
2021-01-07,355000,359500,351000,357500,956548
2021-01-08,359500,370000,356000,367000,1719926
2021-01-11,377000,386500,367000,374000,2624781
2021-01-12,380500,386999,370000,384000,2475166
2021-01-13,380000,390000,375000,381500,2083610
2021-01-14,366000,374000,351000,352500,3425555
2021-01-15,349000,349500,325500,329000,3398281
2021-01-18,327500,346000,314000,314000,2601181
2021-01-19,308000,317000,296500,312500,3300220
2021-01-20,315500,324000,308000,311000,1395424
2021-01-21,314000,317500,306500,312000,1083926
2021-01-22,312500,315500,308000,310000,835242
2021-01-25,311500,322000,311000,321000,941127
2021-01-26,327500,335000,321500,322500,1256043
2021-01-27,326000,333000,318000,329000,1013961
2021-01-28,319500,338000,316000,334500,1488920
2021-01-29,334500,339000,322500,324000,1076910
2021-02-01,334000,382999,333000,371000,6018601
2021-02-02,370000,370000,352500,355500,2321590
2021-02-03,357500,359500,338000,347500,1922464
2021-02-04,345000,349500,337500,341500,1099579
